,labels,comments
837,ham,"If I pay $80,000 for a nice fake does that make it real? Also, if I take my fake watch and go up to someone with a real watch, can I tell that person he is wearing a fake watch since he paid less for his? The first modern horology making nation was France.  Almost 200 years of monopoly, then slowly the British took over briefly. The Germans and Swiss slowly dominated but when we got to watches by the turn of the 20th century, it was the Americans that beat everyone for like 50 years.  It was not until after WW2 that America lost this edge due to much cheaper European imports, mainly from Switzerland.  For the money, there is no doubt Japan makes the best watches today.  But the best modern watch is the Apple Watch and all these mechanical watches are mere jewelry.  I owned often faked brands like Rolex, AP, and Pateks but I wear my Apple Watch everyday for work."
838,ham,ill go for the fake!!
839,ham,"The significant in my opinion mistake would be to buy any watch for $16,000. I might be a cheap Charlie but there is nothing in an expensive watch these days that you can't get in a regular priced one. Once upon a time (pun intended) yes chronometers did give more accurate time, but almost no one is going to rely on any watch for accurate time when your cell phone has almost perfect times. If they are bought for showing off and you need a watch to create an impression that's a bit feeble. Raises the question 'are you wearing the watch or is the watch wearing you'?"
840,ham,I guarantee more replicas get sold then original because the real thieves ain't the copiers....
841,ham,Would not listen to any female discussing this   They do not understand anything mechanical like this
842,ham,"Problem is that 60.000 is not right price for this watch, for me."
843,ham,Bad fake. I saw in natura fake Audemar Piquet RO - absoulutely brilliant....did not have chance realized...
844,ham,"Well... This is a really bad replica. There's some out there where even the sharpest of the eye can not see the difference. You said it right in this video, some of the older watches have flaws and the new tech that is being used in some cases surpasses the quality of the original watches... Again this is a bad replica you could tell right away based on the crown. Now the question that everyone should ask themselves is, is it really worth it buying the original? Get a good replica and invest the rest of the money in let's say... Gold, silver or ever heard of Nikola? Teslas truck rival?? You are welcome."
845,ham,Now if the fake is as accurate and precise as the original then i rest my case.
846,ham,"The fact that it takes a microscope or owl vision to find differences/imperfections on the ""fake"" really makes you wonder why anyone could justify spending 60 grand on the ""real"" deal. Which seems like a terrible deal. Just buy the fake and invest 59,500 in the stock market or cryptos."
847,ham,Where can I buy the fake one!? Who needs the original? Lol. Link please! I want a replica.
848,ham,rolex.poker and submariner.store are best
849,ham,Would not be surprised if the real one only costs 500 to make
850,spam,500 euros is not cheap tbh.
851,ham,"Why pay 100x more? they both tell the time, but one make you look rich-smart(fake) one make you look stupid rich.(real)"
852,ham,Whoever made that fake watch needs to start his own brand he's too good to be confined to making fake watches..
853,ham,Не по русски гутарятироды оконные!
854,ham,"So...where do i purchase this fake?
For scientific purposes of course."
855,ham,If you cant tell the difference then you are actually dumbo to spend money on real one
856,ham,"I certainly wouldn't buy the fake one, but I wouldn't buy the real one for $60K either, even if I have the money"
857,ham,"If you gonna get the fake, just make sure your friends don't own the real pp to compare."
858,ham,"This, I can recognize the repica with just a glance, not that impressive"
859,ham,Can you tell me where this fake was purchased?
860,ham,That’s the truth that the pp 5711 made in china in super clone is 1:1 copy specially for the most watches fans
861,ham,"sad, but this video is completely stolen from the german watchyoutuber watchvice... even the same thumbnails"
862,ham,Are those hands women’s 🙄
863,ham,I count Clouds in MY spare time!!!
864,ham,"that aint the lastest fake 5711,they already made the fake cal324 which aint based on miyota 9015"
865,ham,where I can get the fake one
866,ham,"That's just a marketing rush.... if it is difficult to find the differences between a $20.000 watch and a $500  then this means that the $20.000 is just a price-tag for the gullible and offers no value.

I can differentiate a ferrari from any other 100 times cheaper model for example. If I could not means that it is not worth it to buy a ferrari in the first place and get that 100 times cheaper model instead."
867,ham,"You can tell the difference in the appearance of the dial under light, but its' not £59,500 difference lol. If you are just buying for the brand, the fake is good."
868,ham,The danger of China to every industry.
869,ham,Where can I buy.... the fake?????? Please provide website!!
870,ham,"What will you do if a fake one had better quality. Things like time-accuracy. Or better sharper printing quality.Or the cleaner cutting-edge of the metal.Those things could happen
because they might have a better newer lathing machines. If a country can make things like semiconductor chips it means you can nano-print."
871,ham,"If u see Patek Philippe it is definitely fake 
I have only seen it in videos

People who purchase it just keep in safety vault"
872,ham,"Anyway, The Original is good. But where can i buy the fake?🤣"
873,ham,"Would take replica over the original every day. Original watches are just ridiculously overpriced for the ""quality"" you get. Im not here to pay for some swiss man a new Lamborghini, i just want a nice watches on my wrist."
874,ham,"Those guys who paid 60K should not  look down upon those who paid only 500. Life is not fair in all aspects. If you have your right to pay 60K to buy your reputation, they have their right to pay 500 to buy their happyness. You two  are paying different amounts for  different things."
875,ham,You can buy the fake for less than the service cost of the real thing
876,ham,Most foolish people are authethic owners here
877,ham,"Wow. I guessed the fake, but only because of the shadow that was being thrown by the hour markers. The fake markers throw a slightly larger shadow which would indicate a thicker marker. I assumed that the real Patek would use thinner ones. Just a guess. Great vid."
878,ham,What a expensive and UGLY watch.
879,ham,watches are very low tech products. there's nothing that cannot be reproduce if the right production price is paid. pay some watch maker US$1000 per piece and you will get the exact copy.
880,ham,Save the money and get a new seiko
881,ham,What a shame they don't produce original designs. They clearly know what they are doing and would have no problem creating a $500 brand-new timepiece that can rival the swiss market. Sadly they prefer to do it the easy way.
882,ham,no tienen ni puta idea de lo qe dicen... no saben lo que es un reloj de lujo...
883,ham,Just an FYI. the dial color has been fixed in the lasted version.
884,ham,You have to admit..the replica is still kinda impressive.
885,ham,"sorry, but who will spend 500 for that when you can get it for 125? its fake anyway"
886,ham,"as a watchmaker its easy to see the shockingly poor quality movement side, people here are saying its a small difference but in watchmaking small differences in tolerances etc are big differences in performance, even among high end watches it can be hard to spot issues or problems even with a microscope. the cases and dials of fakes are getting more and more impressive though. "
