,0
867,"You can tell the difference in the appearance of the dial under light, but its' not £59,500 difference lol. If you are just buying for the brand, the fake is good."
868,The danger of China to every industry.
869,Where can I buy.... the fake?????? Please provide website!!
870,"What will you do if a fake one had better quality. Things like time-accuracy. Or better sharper printing quality.Or the cleaner cutting-edge of the metal.Those things could happen
because they might have a better newer lathing machines. If a country can make things like semiconductor chips it means you can nano-print."
871,"If u see Patek Philippe it is definitely fake 
I have only seen it in videos

People who purchase it just keep in safety vault"
872,"Anyway, The Original is good. But where can i buy the fake?🤣"
873,"Would take replica over the original every day. Original watches are just ridiculously overpriced for the ""quality"" you get. Im not here to pay for some swiss man a new Lamborghini, i just want a nice watches on my wrist."
874,"Those guys who paid 60K should not  look down upon those who paid only 500. Life is not fair in all aspects. If you have your right to pay 60K to buy your reputation, they have their right to pay 500 to buy their happyness. You two  are paying different amounts for  different things."
875,You can buy the fake for less than the service cost of the real thing
876,Most foolish people are authethic owners here
877,"Wow. I guessed the fake, but only because of the shadow that was being thrown by the hour markers. The fake markers throw a slightly larger shadow which would indicate a thicker marker. I assumed that the real Patek would use thinner ones. Just a guess. Great vid."
878,What a expensive and UGLY watch.
879,watches are very low tech products. there's nothing that cannot be reproduce if the right production price is paid. pay some watch maker US$1000 per piece and you will get the exact copy.
880,Save the money and get a new seiko
881,What a shame they don't produce original designs. They clearly know what they are doing and would have no problem creating a $500 brand-new timepiece that can rival the swiss market. Sadly they prefer to do it the easy way.
882,no tienen ni puta idea de lo qe dicen... no saben lo que es un reloj de lujo...
883,Just an FYI. the dial color has been fixed in the lasted version.
884,You have to admit..the replica is still kinda impressive.
885,"sorry, but who will spend 500 for that when you can get it for 125? its fake anyway"
886,"as a watchmaker its easy to see the shockingly poor quality movement side, people here are saying its a small difference but in watchmaking small differences in tolerances etc are big differences in performance, even among high end watches it can be hard to spot issues or problems even with a microscope. the cases and dials of fakes are getting more and more impressive though. "
887,The easiest way to spot a fake is to look at the person who wears it.
888,"What the hell is this comprarassion? The two watches area identical, both give the time and looks similar. The difference is the price that the original is having. I wont pay such amount for a watch. Use the fake, is cheaper."
889,"So if the differences between real and replica are that minuscule, why does the real one cost so much more? What exactly are you paying for, besides a whole ton of middle-men's inflated salaries?"
890,"Out of principle, I would rather not ever wear a watch than to wear a counterfeit. There is zero integrity in supporting fakes."
891,"Fake supplier, take my money"
892,"People that have real ones are but hert that the diffences are so small, and people that buy fakes are but hurt they will never own a real one so whos right and whos winning? Well if their both but hurt id rather be but hurt and short of 500 quid then but hert and short of 50-60k 😮😮😮"
893,"First question: why did anyone spend time and money to create a fake watch?
Second question: if a company has the time and money to create a fake watch, why not create a new watch model with its own brand?
Greetings and complications!"
894,"$60,000 for a watch?... If you buy the fake accidentally I don't feel bad for you. You could buy 2 cars for that and a $10,000 rolex"
895,"If this good of a replica can be purchased for 500 than the real one is not worth anywhere near purchasing for 60,000 all you are paying for is the name, the distributors cost, the sales cost and the salesperson's commission. These differences are minuscule at best"
896,"So many people act like they've never seen a gold band ring or bracelet with a signature jewelers name punched/etched into it go for 10 thousand dollars or more...The price for most people that buy jewelry/accessories (which watches like this categorize as) is the important aspect of owning it.  It's the same logic as idiot youtubers that buy super cars, mansions, etc use; it's all to impress others and act as a status symbol.  For people like this that are bringing in millions a year 60k doesn't amount to much.  There are real collectors that are educated but then that falls into a category of collecting exclusive items which in itself is also something people spend a lot on."
